code,yahoo,name_en,name_zh,market_cap_100m_hkd,board_lot,category,sub_category,price,open,high,low,volume,turnover_proxy,ma5,ma10,dev5,dev10,gain1,gain3,gain5,year_prev_high,three_year_prev_high,history_prev_high,year_high,three_year_high,year_high_breakout,three_year_high_breakout,all_time_high_breakout,year_high_distance,three_year_high_distance,consecutive_3d_gain,consecutive_5d_gain,break_pullback_ma5,break_ma5_pullback_ma10,new_year_high,new_3y_high,new_all_time_high,near_year_high_10pct,near_3y_high_10pct,base_date
1142,1142.HK,E&P GLOBAL,能源及能量环球,13.14,"2,000",Equity,Equity Securities (Main Board),0.092,0.095,0.095,0.09,5152000,0.47,0.093,0.092,-1.08,0.11,1.1,-1.08,0.0,0.24,5.65,5.65,0.24,5.65,-61.07,-98.32,-98.32,62.3,98.37,False,False,False,False,False,False,False,False,False,2026-08-28
1145,1145.HK,COURAGE INV,勇利投资,1.58,"20,000",Equity,Equity Securities (Main Board),0.144,0.137,0.144,0.136,270000,0.04,0.142,0.145,1.27,-0.55,5.88,0.7,-2.04,0.17,0.24,2.28,0.17,0.24,-17.24,-38.98,-93.68,17.24,38.98,False,False,False,False,False,False,False,False,False,2026-08-28
1147,1147.HK,EDENSOFT,伊登软件,2.23,"10,000",Equity,Equity Securities (Main Board),0.109,0.111,0.111,0.107,1570000,0.17,0.113,0.115,-3.2,-5.46,-1.8,-4.39,-8.4,0.18,0.18,0.25,0.18,0.18,-39.01,-39.67,-56.47,40.11,40.76,False,False,False,False,False,False,False,False,False,2026-08-28
1150,1150.HK,MILAN STATION,米兰站,1.04,"10,000",Equity,Equity Securities (Main Board),0.098,0.112,0.112,0.094,101000,0.01,0.079,0.075,23.74,31.37,5.38,50.77,40.0,0.18,0.38,1.79,0.18,0.38,-38.12,-70.91,-93.75,45.86,74.55,True,False,False,False,False,False,False,False,False,2026-08-28
1152,1152.HK,MOMENTUM FIN,正乾金融控股,7.1,"2,000",Equity,Equity Securities (Main Board),0.203,0.208,0.21,0.197,3156000,0.64,0.209,0.212,-2.87,-4.47,-2.4,-3.33,-3.33,0.47,0.53,1.15,0.47,0.53,-55.79,-60.38,-81.74,57.26,61.7,False,False,False,False,False,False,False,False,False,2026-08-28
1153,1153.HK,JIAYUAN SER,佳源服务,2.45,"1,000",Equity,Equity Securities (Main Board),0.365,0.365,0.365,0.365,3000,0.0,0.367,0.38,-0.54,-3.95,1.39,0.0,-2.67,0.5,0.64,4.3,0.5,0.64,-27.0,-42.97,-91.51,27.0,42.97,False,False,False,False,False,False,False,False,False,2026-08-28
1156,1156.HK,CHINANEWENERGY,CHINANEWENERGY,1.76,"4,000",Equity,Equity Securities (Main Board),0.248,0.244,0.25,0.244,260000,0.06,0.252,0.258,-1.59,-3.88,2.48,-2.75,-8.15,0.36,0.36,1.38,0.36,0.36,-30.56,-30.56,-81.88,31.11,31.11,False,False,False,False,False,False,False,False,False,2026-08-28
1157,1157.HK,ZOOMLION,中联重科,97.89,200,Equity,Equity Securities (Main Board),6.305,6.71,6.78,6.155,34555000,217.87,6.836,6.902,-7.77,-8.65,-9.35,-9.93,-11.51,10.67,10.67,13.98,10.67,10.67,-36.46,-36.46,-51.5,40.91,40.91,False,False,False,False,False,False,False,False,False,2026-08-28
1161,1161.HK,WATER OASIS GP,奥思集团,9.39,"2,000",Equity,Equity Securities (Main Board),1.38,1.33,1.38,1.33,106000,0.15,1.339,1.365,3.06,1.06,3.76,4.55,-0.72,1.42,1.6,2.0,1.42,1.6,-2.82,-13.75,-31.0,2.82,13.75,False,False,False,True,False,False,False,True,False,2026-08-28
1162,1162.HK,LUMINA GROUP,莹岚集团,1.53,"8,000",Equity,Equity Securities (Main Board),0.255,0.245,0.255,0.239,13152000,3.35,0.25,0.247,2.08,3.32,2.41,3.24,2.0,0.28,0.66,4.04,0.28,0.66,-7.27,-61.36,-93.69,7.27,61.36,False,False,True,True,False,False,False,True,False,2026-08-28
1163,1163.HK,ADTIGER CORP,虎视传媒,1.52,"2,500",Equity,Equity Securities (Main Board),0.17,0.17,0.17,0.17,85000,0.01,0.164,0.164,3.41,3.98,4.29,4.29,4.94,0.2,0.21,2.52,0.2,0.21,-16.26,-18.27,-93.25,16.26,18.27,False,False,False,False,False,False,False,False,False,2026-08-28
1164,1164.HK,CGN MINING,中广核矿业,218.14,"5,000",Equity,Equity Securities (Main Board),2.87,2.93,2.94,2.76,106241018,304.91,2.953,2.864,-2.81,0.19,-6.21,-0.52,-3.37,5.66,5.66,5.66,5.66,5.66,-48.06,-48.06,-48.06,49.29,49.29,False,False,False,False,False,False,False,False,False,2026-08-28
1166,1166.HK,SOLARTECH INT'L,星凯控股,0.25,"10,000",Equity,Equity Securities (Main Board),0.175,0.175,0.175,0.175,10000,0.0,0.194,0.198,-9.7,-11.75,-2.78,-16.27,-16.27,0.9,0.9,32.8,0.9,0.9,-80.56,-80.56,-99.47,80.56,80.56,False,False,False,False,False,False,False,False,False,2026-08-28
1167,1167.HK,JACOBIO-B,加科思－Ｂ,51.43,300,Equity,Equity Securities (Main Board),6.575,6.63,6.735,6.325,4546100,29.89,6.092,5.645,7.93,16.47,-0.75,9.58,24.88,8.28,11.8,25.35,8.28,11.8,-18.66,-42.92,-73.43,20.59,44.28,False,False,False,False,False,False,False,False,False,2026-08-28
1168,1168.HK,Z FIN,Z FIN,23.96,"1,000",Equity,Equity Securities (Main Board),5.49,5.5,5.54,5.465,480000,2.64,5.487,5.497,0.05,-0.14,1.29,-0.18,-0.18,6.09,12.26,31.7,6.09,12.26,-9.03,-54.81,-82.52,9.85,55.22,False,False,False,False,False,False,False,True,False,2026-08-28
1170,1170.HK,KINGMAKER,信星集团,2.73,"2,000",Equity,Equity Securities (Main Board),0.41,0.41,0.41,0.405,232000,0.1,0.406,0.405,0.99,1.36,0.0,2.5,2.5,0.53,0.94,2.6,0.53,0.94,-22.64,-56.38,-84.23,22.64,56.38,False,False,True,False,False,False,False,False,False,2026-08-28
1171,1171.HK,YANKUANG ENERGY,兖矿能源,557.94,"2,000",Equity,Equity Securities (Main Board),13.69,13.6,13.77,13.34,27726126,379.57,13.262,12.92,3.23,5.96,0.66,4.9,7.29,17.42,17.42,18.72,17.42,17.42,-20.95,-20.95,-26.43,21.41,21.41,False,False,False,False,False,False,False,False,False,2026-08-28
1172,1172.HK,MAGNUSCONCORDIA,融太集团,1.04,"20,000",Equity,Equity Securities (Main Board),0.018,0.016,0.018,0.016,1400000,0.03,0.017,0.016,8.43,10.43,5.88,12.5,12.5,0.03,0.08,0.49,0.03,0.08,-30.77,-77.5,-96.33,30.77,77.5,False,False,True,True,False,False,False,False,False,2026-08-28
1176,1176.HK,ZHUGUANG HOLD,珠光控股,1.86,"2,000",Equity,Equity Securities (Main Board),0.021,0.021,0.021,0.02,2376000,0.05,0.024,0.025,-13.22,-16.67,5.0,-22.22,-34.38,0.05,0.81,2.73,0.05,0.81,-61.82,-97.41,-99.23,61.82,97.41,False,False,False,False,False,False,False,False,False,2026-08-28
1177,1177.HK,SBP GROUP,中国生物制药,1045.31,"1,000",Equity,Equity Securities (Main Board),5.595,5.6,5.7,5.565,52515960,293.83,5.632,5.354,-0.66,4.5,-0.71,-0.36,0.0,7.29,9.12,11.24,7.29,9.12,-21.81,-37.5,-49.29,23.25,38.65,False,False,False,False,False,False,False,False,False,2026-08-28
1179,1179.HK,HWORLD-S,华住集团－Ｓ,1154.44,100,Equity,Equity Securities (Main Board),37.54,38.24,38.24,36.58,1730100,64.95,38.004,37.244,-1.22,0.79,-1.83,-0.74,-2.7,44.26,44.26,49.3,44.26,44.26,-13.6,-13.6,-22.43,15.18,15.18,False,False,False,False,False,False,False,False,False,2026-08-28
1180,1180.HK,PARADISE ENT,汇彩控股,7.84,"4,000",Equity,Equity Securities (Main Board),0.745,0.79,0.79,0.68,3792000,2.83,0.865,0.916,-13.87,-18.62,-4.49,-19.89,-19.46,1.1,2.7,2.7,1.1,2.7,-27.85,-70.74,-70.74,31.96,72.41,False,False,False,False,False,False,False,False,False,2026-08-28
1182,1182.HK,SUCCESS DRAGON,胜龙国际,2.25,"5,000",Equity,Equity Securities (Main Board),0.66,0.66,0.66,0.66,10000,0.01,0.662,0.652,-0.3,1.23,0.0,0.0,0.0,1.18,1.18,16.43,1.18,1.18,-44.07,-44.07,-95.98,44.07,44.07,False,False,False,False,False,False,False,False,False,2026-08-28
1183,1183.HK,MECOM POWER,澳能建设,5.25,"2,000",Equity,Equity Securities (Main Board),0.132,0.13,0.134,0.125,1593250,0.21,0.131,0.132,0.76,-0.23,1.54,0.76,-0.75,0.22,0.94,2.35,0.22,0.94,-39.09,-85.74,-94.29,40.0,85.96,False,False,False,False,False,False,False,False,False,2026-08-28
1184,1184.HK,S.A.S. DRAGON,S.A.S. DRAGON,54.48,"2,000",Equity,Equity Securities (Main Board),8.705,8.795,8.9,8.705,86000,0.75,8.726,8.426,-0.24,3.31,0.12,-2.3,-0.8,9.2,9.2,9.2,9.2,9.2,-3.26,-3.26,-3.26,5.38,5.38,False,False,False,False,False,False,False,True,True,2026-08-28
1186,1186.HK,CHINA RAIL CONS,中国铁建,94.06,500,Equity,Equity Securities (Main Board),4.53,4.535,4.535,4.48,2961500,13.42,4.514,4.501,0.35,0.64,0.0,1.0,1.0,5.7,7.03,11.98,5.7,7.03,-20.44,-35.49,-62.15,20.53,35.56,False,False,False,True,False,False,False,False,False,2026-08-28
1187,1187.HK,COFOE MEDICAL,可孚医疗,9.17,100,Equity,Equity Securities (Main Board),33.98,32.9,34.16,32.9,97500,3.31,32.808,32.264,3.57,5.32,-0.12,6.12,6.99,41.0,41.0,41.0,41.0,41.0,-16.68,-16.68,-16.68,17.12,17.12,False,False,False,False,False,False,False,False,False,2026-08-28
1191,1191.HK,CREALIGHTS,海光芯正,95.22,50,Equity,Equity Securities (Main Board),104.0,111.5,112.6,103.8,91450,9.51,104.66,107.91,-0.63,-3.62,-6.73,1.66,0.1,219.6,219.6,219.6,219.6,219.6,-48.72,-48.72,-48.72,52.64,52.64,False,False,False,False,False,False,False,False,False,2026-08-28
1193,1193.HK,CHINA RES GAS,华润燃气,380.42,100,Equity,Equity Securities (Main Board),16.44,16.3,16.49,16.0,2868147,47.15,16.264,16.092,1.08,2.16,1.48,0.74,1.48,22.66,35.2,52.25,22.66,35.2,-27.23,-53.15,-68.44,27.45,53.3,False,False,False,True,False,False,False,False,False,2026-08-28
1195,1195.HK,KINGWELL GROUP,京维集团,0.41,"4,000",Equity,Equity Securities (Main Board),0.014,0.013,0.014,0.013,480000,0.01,0.013,0.013,6.06,8.53,7.69,7.69,0.0,0.03,0.05,0.24,0.03,0.05,-51.72,-70.21,-94.12,51.72,70.21,False,False,False,False,False,False,False,False,False,2026-08-28
1196,1196.HK,REALORD TECH,伟禄科技股份,124.62,"2,000",Equity,Equity Securities (Main Board),8.64,8.4,8.86,8.4,5230200,45.19,8.257,7.881,4.64,9.64,2.86,7.93,6.86,18.34,18.34,18.34,18.34,18.34,-51.69,-51.69,-51.69,52.89,52.89,True,False,False,False,False,False,False,False,False,2026-08-28
1199,1199.HK,COSCO SHIP PORT,中远海运港口,208.27,"2,000",Equity,Equity Securities (Main Board),5.185,5.24,5.24,5.115,2613413,13.55,5.221,5.209,-0.69,-0.47,-0.77,-0.77,-1.71,6.56,6.56,9.95,6.56,6.56,-20.12,-20.12,-47.34,20.96,20.96,False,False,False,False,False,False,False,False,False,2026-08-28
1200,1200.HK,MIDLAND HOLDING,美联集团,15.13,"2,000",Equity,Equity Securities (Main Board),2.11,2.13,2.145,2.09,1534000,3.24,2.221,2.188,-5.0,-3.54,-1.86,-6.22,-7.05,3.52,3.52,3.52,3.52,3.52,-39.06,-39.06,-39.06,40.06,40.06,False,False,False,False,False,False,False,False,False,2026-08-28
1201,1201.HK,TESSON HOLDINGS,天臣控股,9.32,"3,000",Equity,Equity Securities (Main Board),2.12,2.1,2.145,2.1,90000,0.19,2.12,2.119,-0.0,0.02,-2.75,0.95,0.24,3.95,3.95,16.4,3.95,3.95,-45.7,-45.7,-86.92,46.33,46.33,False,False,False,False,False,False,False,False,False,2026-08-28
1202,1202.HK,SIWI SCI & TECH,四威科技,2.51,"2,000",Equity,Equity Securities (Main Board),1.57,1.59,1.61,1.56,246000,0.39,1.597,1.579,-1.69,-0.57,-1.87,-4.85,0.32,1.92,1.92,2.35,1.92,1.92,-16.15,-16.15,-31.49,18.23,18.23,False,False,False,False,False,False,False,False,False,2026-08-28
1203,1203.HK,GUANGNAN (HOLD),广南（集团）,5.81,"2,000",Equity,Equity Securities (Main Board),0.64,0.645,0.65,0.63,814000,0.52,0.65,0.652,-1.54,-1.92,-1.54,-2.29,-2.29,0.88,1.14,1.28,0.88,1.14,-26.14,-42.98,-49.22,27.27,43.86,False,False,False,False,False,False,False,False,False,2026-08-28
1205,1205.HK,CITIC RESOURCES,中信资源,40.47,"2,000",Equity,Equity Securities (Main Board),0.515,0.51,0.52,0.505,3636800,1.87,0.513,0.507,0.39,1.48,0.98,0.0,0.98,0.65,0.65,1.22,0.65,0.65,-20.0,-20.0,-57.38,20.77,20.77,False,False,False,True,False,False,False,False,False,2026-08-28
1206,1206.HK,TECHNOVATOR,同方泰德,1.55,"2,000",Equity,Equity Securities (Main Board),0.198,0.198,0.198,0.198,24000,0.0,0.195,0.199,1.64,-0.55,0.0,1.54,-2.94,0.41,0.45,3.49,0.41,0.45,-51.11,-56.0,-94.33,51.11,56.0,False,False,False,False,False,False,False,False,False,2026-08-28
1208,1208.HK,MMG,五矿资源,1220.41,"4,000",Equity,Equity Securities (Main Board),9.5,9.36,9.7,9.3,39187935,372.29,9.365,9.246,1.44,2.74,1.5,3.15,1.88,11.96,11.96,11.96,11.96,11.96,-18.9,-18.9,-18.9,20.57,20.57,False,False,False,False,False,False,False,False,False,2026-08-28
1209,1209.HK,CHINA RES MIXC,华润万象生活,922.59,200,Equity,Equity Securities (Main Board),40.42,40.34,41.08,39.86,4818080,194.75,40.2,40.372,0.55,0.12,0.2,1.0,-1.89,51.15,51.15,55.25,51.15,51.15,-19.69,-19.69,-25.65,20.98,20.98,False,False,False,True,False,False,False,False,False,2026-08-28
1211,1211.HK,BYD COMPANY,比亚迪股份,3386.89,100,Equity,Equity Securities (Main Board),91.95,90.05,93.0,89.95,10946548,1006.54,92.44,91.66,-0.53,0.32,0.77,-1.76,-1.29,113.4,158.87,158.87,113.4,158.87,-17.99,-41.46,-41.46,18.92,42.12,False,False,False,False,False,False,False,False,False,2026-08-28
1215,1215.HK,KAI YUAN HLDGS,开源控股,2.17,"20,000",Equity,Equity Securities (Main Board),0.017,0.017,0.017,0.017,40000,0.0,0.017,0.017,0.0,1.19,0.0,0.0,0.0,0.03,0.03,0.14,0.03,0.03,-34.62,-46.87,-87.5,34.62,46.87,False,False,False,False,False,False,False,False,False,2026-08-28
1216,1216.HK,ZYBANK,中原银行,20.14,"1,000",Equity,Equity Securities (Main Board),0.29,0.28,0.29,0.275,774000,0.22,0.287,0.287,1.05,0.87,1.75,0.0,3.57,0.37,0.58,2.6,0.37,0.58,-21.62,-50.0,-88.85,21.62,50.0,False,False,False,True,False,False,False,False,False,2026-08-28
1217,1217.HK,CH INNOVATION,中国创新投资,1.28,"40,000",Equity,Investment Companies,0.01,0.01,0.01,0.01,2000000,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.02,-41.18,-58.33,-80.39,41.18,58.33,False,False,False,False,False,False,False,False,False,2026-08-28
1221,1221.HK,SINO HOTELS,SINO HOTELS,19.77,"2,000",Equity,Equity Securities (Main Board),1.65,1.52,1.65,1.52,8140,0.01,1.644,1.593,0.36,3.58,6.45,-3.51,5.77,1.9,1.9,3.99,1.9,1.9,-13.16,-13.16,-58.65,13.16,13.16,False,False,False,True,False,False,False,False,False,2026-08-28
1222,1222.HK,WANG ON GROUP,WANG ON GROUP,2.98,"20,000",Equity,Equity Securities (Main Board),0.022,0.022,0.022,0.022,2804127,0.06,0.021,0.021,2.8,4.27,0.0,4.76,4.76,0.03,0.05,0.15,0.03,0.05,-21.43,-60.0,-85.33,21.43,60.0,False,False,False,False,False,False,False,False,False,2026-08-28
1223,1223.HK,SYMPHONY HOLD,新沣集团,44.61,"10,000",Equity,Equity Securities (Main Board),1.5,1.47,1.55,1.445,3400000,5.1,1.479,1.43,1.42,4.93,1.35,2.04,-0.99,1.62,1.76,1.76,1.62,1.76,-4.32,-11.93,-11.93,7.41,14.77,False,False,False,False,False,False,False,True,False,2026-08-28
1224,1224.HK,C C LAND,中渝置地,46.59,"1,000",Equity,Equity Securities (Main Board),1.2,1.2,1.2,1.19,247000,0.3,1.2,1.201,0.0,-0.04,0.0,0.0,0.0,1.4,2.38,2.55,1.4,2.38,-14.29,-49.58,-52.94,14.29,49.58,False,False,False,False,False,False,False,False,False,2026-08-28
1228,1228.HK,CANBRIDGE-B,北海康成－Ｂ,12.07,"1,000",Equity,Equity Securities (Main Board),2.02,1.945,2.05,1.93,477000,0.96,1.953,2.017,3.43,0.15,3.86,10.08,-2.65,3.5,3.5,9.99,3.5,3.5,-41.43,-41.43,-79.48,42.29,42.29,False,False,False,True,False,False,False,False,False,2026-08-28
1229,1229.HK,NAN NAN RES,南南资源,1.3,"2,000",Equity,Equity Securities (Main Board),0.17,0.165,0.185,0.165,266000,0.05,0.173,0.171,-1.85,-0.64,0.0,-6.08,-2.86,0.26,0.32,1.36,0.26,0.32,-28.85,-42.19,-86.4,34.62,46.87,False,False,False,False,False,False,False,False,False,2026-08-28
1232,1232.HK,GW TIANDI,金轮天地控股,0.82,"8,000",Equity,Equity Securities (Main Board),0.39,0.39,0.39,0.39,12000,0.0,0.463,0.46,-15.77,-15.22,0.0,-25.71,-3.7,0.62,1.3,9.5,0.62,1.3,-37.1,-70.0,-95.89,37.1,70.0,False,False,False,False,False,False,False,False,False,2026-08-28
1233,1233.HK,TIMES CHINA,时代中国控股,0.9,"1,000",Equity,Equity Securities (Main Board),0.03,0.03,0.03,0.028,1262000,0.04,0.03,0.032,-0.0,-5.06,0.0,3.45,-16.67,0.12,0.73,17.0,0.12,0.73,-74.14,-95.89,-99.82,74.14,95.89,False,False,False,False,False,False,False,False,False,2026-08-28
1234,1234.HK,CHINA LILANG,中国利郎,37.6,"1,000",Equity,Equity Securities (Main Board),3.14,3.13,3.145,3.13,379000,1.19,3.146,3.158,-0.19,-0.57,0.16,-0.32,-3.38,3.97,5.12,13.08,3.97,5.12,-20.78,-38.57,-75.96,20.91,38.67,False,False,False,False,False,False,False,False,False,2026-08-28
1236,1236.HK,LDROBOT,乐动机器人,123.8,200,Equity,Equity Securities (Main Board),37.14,37.26,38.5,36.02,1068800,39.7,37.428,37.92,-0.77,-2.06,-1.8,-1.9,-0.43,66.0,66.0,66.0,66.0,66.0,-41.67,-41.67,-41.67,43.73,43.73,False,False,False,False,False,False,False,False,False,2026-08-28
1237,1237.HK,CH ENV TECH&BIO,中科生物,0.77,"10,000",Equity,Equity Securities (Main Board),0.805,0.805,0.805,0.805,50000,0.04,0.808,0.781,-0.37,3.07,-0.62,-0.62,1.9,1.09,1.5,14.75,1.09,1.5,-26.15,-46.33,-94.54,26.15,46.33,False,False,False,False,False,False,False,False,False,2026-08-28
1238,1238.HK,POWERLONG,宝龙地产,7.54,"1,000",Equity,Equity Securities (Main Board),0.182,0.179,0.182,0.176,546000,0.1,0.182,0.185,0.22,-1.46,1.11,0.55,-3.19,0.3,1.72,8.73,0.3,1.72,-39.33,-89.42,-97.92,39.33,89.42,False,False,False,False,False,False,False,False,False,2026-08-28
1240,1240.HK,CNQC INT'L,青建国际,2.84,"2,500",Equity,Equity Securities (Main Board),0.187,0.187,0.187,0.187,47500,0.01,0.186,0.186,0.32,0.38,0.54,0.54,0.0,0.2,0.25,3.6,0.2,0.25,-7.43,-24.6,-94.81,7.43,24.6,False,False,False,False,False,False,False,True,False,2026-08-28
1243,1243.HK,WANG ON PPT,宏安地产,4.86,"4,000",Equity,Equity Securities (Main Board),0.032,0.031,0.032,0.03,2744000,0.09,0.032,0.032,0.63,-0.93,0.0,0.0,-3.03,0.04,0.06,1.88,0.04,0.06,-17.95,-42.86,-98.3,17.95,42.86,False,False,True,False,False,False,False,False,False,2026-08-28
1244,1244.HK,3D MEDICINES,思路迪医药股份,6.7,500,Equity,Equity Securities (Main Board),2.595,2.7,3.025,2.53,200500,0.52,2.875,2.668,-9.74,-2.74,-5.12,-14.92,-13.64,6.07,31.05,131.5,6.07,31.05,-50.16,-90.26,-97.7,57.25,91.64,False,False,False,False,False,False,False,False,False,2026-08-28
1245,1245.HK,NIRAKU,NIRAKU,2.55,"2,000",Equity,Equity Securities (Main Board),0.213,0.213,0.213,0.213,4000,0.0,0.206,0.208,3.5,2.21,4.41,4.41,1.91,0.23,0.34,1.8,0.23,0.34,-6.17,-37.35,-88.17,6.17,37.35,False,False,False,False,False,False,False,True,False,2026-08-28
1247,1247.HK,MIKO INTL,米格国际控股,2.23,"6,000",Equity,Equity Securities (Main Board),1.0,1.005,1.005,0.995,258200,0.26,0.999,1.007,0.1,-0.7,0.0,0.0,-0.5,3.07,3.42,4.05,3.07,3.42,-67.26,-70.61,-75.19,67.43,70.76,False,False,False,False,False,False,False,False,False,2026-08-28
1251,1251.HK,SPT ENERGY,华油能源,3.65,"2,000",Equity,Equity Securities (Main Board),0.187,0.169,0.188,0.169,424000,0.08,0.171,0.176,9.36,6.55,10.65,10.65,1.08,0.34,0.34,1.22,0.34,0.34,-45.51,-45.51,-84.59,45.8,45.8,False,False,False,True,False,False,False,False,False,2026-08-28
1255,1255.HK,TATA HEALTH,ＴＡＴＡ健康,4.89,"2,000",Equity,Equity Securities (Main Board),2.015,2.01,2.01,2.01,44000,0.09,2.075,2.132,-2.89,-5.51,0.25,-4.05,-7.14,3.79,3.79,13.9,3.79,3.79,-46.97,-46.97,-85.54,46.83,46.83,False,False,False,False,False,False,False,False,False,2026-08-28
1257,1257.HK,CEB GREENTECH,中国光大绿色环保,16.12,"1,000",Equity,Equity Securities (Main Board),0.78,0.775,0.785,0.775,346000,0.27,0.779,0.785,0.13,-0.7,0.65,0.0,-0.64,0.99,1.3,8.95,0.99,1.3,-20.71,-39.62,-91.23,21.21,40.0,False,False,False,False,False,False,False,False,False,2026-08-28
1258,1258.HK,CHINFMINING,中国有色矿业,682.47,"1,000",Equity,Equity Securities (Main Board),17.49,16.73,17.54,16.66,18380955,321.48,16.576,15.654,5.51,11.73,4.54,11.76,14.09,19.05,19.05,19.05,19.05,19.05,-7.93,-7.93,-7.93,8.19,8.19,False,False,False,False,False,False,False,True,True,2026-08-28
1259,1259.HK,PROSPER FUTURE,未来发展控股,0.77,"1,000",Equity,Equity Securities (Main Board),0.035,0.034,0.035,0.033,5672000,0.2,0.036,0.036,-1.69,-3.31,2.94,-5.41,6.06,0.05,0.09,0.69,0.05,0.09,-36.36,-58.82,-94.93,36.36,58.82,False,False,False,False,False,False,False,False,False,2026-08-28
1260,1260.HK,WONDERFUL SKY,皓天财经集团,4.55,"2,000",Equity,Equity Securities (Main Board),0.395,0.385,0.395,0.38,56000,0.02,0.398,0.398,-0.75,-0.75,-1.25,-1.25,1.28,0.57,0.57,2.45,0.57,0.57,-30.7,-30.7,-83.88,30.7,30.7,False,False,False,False,False,False,False,False,False,2026-08-28
1262,1262.HK,LABIXIAOXIN,蜡笔小新食品,8.85,"2,000",Equity,Equity Securities (Main Board),3.7,3.2,3.7,3.2,14000,0.05,3.42,3.265,8.19,13.34,15.62,8.82,8.82,4.88,4.88,8.0,4.88,4.88,-24.18,-24.18,-53.75,24.18,24.18,False,False,False,True,False,False,False,False,False,2026-08-28
1268,1268.HK,MEIDONG AUTO,美东汽车,5.32,"2,000",Equity,Equity Securities (Main Board),0.395,0.39,0.425,0.385,1347026,0.53,0.391,0.39,1.02,1.28,1.28,5.33,3.95,1.8,6.78,48.4,1.8,6.78,-76.39,-93.73,-99.12,78.06,94.17,False,False,False,True,False,False,False,False,False,2026-08-28
1269,1269.HK,FIRST CAP GP,首控集团,0.91,"10,000",Equity,Equity Securities (Main Board),0.049,0.046,0.049,0.045,6860000,0.34,0.049,0.049,-0.41,0.41,0.0,0.0,0.0,0.07,0.12,41.2,0.07,0.12,-30.0,-58.47,-99.88,30.0,58.47,False,False,False,False,False,False,False,False,False,2026-08-28
1270,1270.HK,LANGHAM-SS,朗廷－ＳＳ,16.67,"2,000",Equity,Equity Securities (Main Board),0.47,0.47,0.47,0.465,73426,0.03,0.469,0.472,0.21,-0.42,0.0,0.0,0.0,0.62,0.99,3.6,0.62,0.99,-24.19,-52.53,-86.94,24.19,52.53,False,False,True,False,False,False,False,False,False,2026-08-28
1272,1272.HK,DATANG ENVIRO,大唐环境,6.9,"1,000",Equity,Equity Securities (Main Board),1.105,1.075,1.125,1.07,404000,0.45,1.078,1.065,2.5,3.8,3.27,3.27,5.24,1.35,3.2,4.52,1.35,3.2,-16.67,-64.84,-75.11,18.15,65.47,False,False,False,False,False,False,False,False,False,2026-08-28
1273,1273.HK,HK FINANCE GP,香港信贷,3.05,"4,000",Equity,Equity Securities (Main Board),0.735,0.735,0.735,0.735,24000,0.02,0.735,0.726,0.0,1.24,0.0,-0.68,0.68,0.82,0.82,1.12,0.82,0.82,-10.37,-10.37,-34.37,10.37,10.37,False,False,False,False,False,False,False,False,False,2026-08-28
1274,1274.HK,IMOTIONTECH,知行科技,6.79,100,Equity,Equity Securities (Main Board),2.685,2.725,2.8,2.685,160200,0.43,2.809,2.857,-4.41,-6.04,-1.47,-7.09,-6.28,7.15,115.6,115.6,7.15,115.6,-60.84,-97.58,-97.58,62.45,97.68,False,False,False,False,False,False,False,False,False,2026-08-28
1276,1276.HK,HENGRUI PHARMA,恒瑞医药,123.78,200,Equity,Equity Securities (Main Board),47.94,48.96,48.96,47.52,4267983,204.61,47.296,49.724,1.36,-3.59,-1.88,3.1,-0.54,80.95,95.2,95.2,80.95,95.2,-39.52,-48.57,-48.57,40.78,49.64,False,False,False,False,False,False,False,False,False,2026-08-28
1277,1277.HK,KINETIC DEV,力量发展,183.6,"2,000",Equity,Equity Securities (Main Board),2.135,2.15,2.16,2.1,8808000,18.81,2.109,2.098,1.23,1.76,0.0,0.95,-1.61,2.7,2.7,2.7,2.7,2.7,-20.0,-20.0,-20.0,20.93,20.93,False,False,True,False,False,False,False,False,False,2026-08-28
1278,1278.HK,CHINANEWTOWN,中国新城镇,6.61,"2,500",Equity,Equity Securities (Main Board),0.068,0.068,0.068,0.067,1112500,0.08,0.07,0.069,-2.3,-2.02,-2.86,-2.86,-2.86,0.1,0.15,0.48,0.1,0.15,-31.31,-53.74,-85.83,31.31,53.74,False,False,False,False,False,False,False,False,False,2026-08-28
1280,1280.HK,QIDIAN GUOFENG,奇点国峰,28.9,"2,000",Equity,Equity Securities (Main Board),1.495,1.26,1.68,1.26,2368400,3.54,1.246,1.134,19.98,31.78,18.18,24.58,43.75,3.43,5.37,20.0,3.43,5.37,-51.02,-68.72,-91.6,56.41,72.16,False,False,False,False,False,False,False,False,False,2026-08-28
1282,1282.HK,RENZE HARVEST,中泽丰,4.95,"8,000",Equity,Equity Securities (Main Board),0.099,0.107,0.107,0.099,2344000,0.23,0.095,0.085,4.21,15.93,-7.48,20.73,22.22,0.16,0.29,17.07,0.16,0.29,-33.95,-63.73,-99.37,38.89,66.44,False,False,False,False,False,False,False,False,False,2026-08-28
